"Ramsar Site No.","Site name","Region","Country","Territory","Designation date","Last publication date","Area (ha)","Latitude","Longitude","Annotated summary","Criterion1","Criterion2","Criterion3","Criterion4","Criterion5","Criterion6","Criterion7","Criterion8","Criterion9","Wetland Type","Maximum elevation","Minimum elevation","Montreux listed","Management plan implemented","Management plan available","Ecosystem services","Threats","large administrative region","Global international legal designations","Regional international legal designations","National conservation designation","Does the wetland extend onto the territory of one or more other countries?","Ramsar Advisory Mission?"
"2436","Kabartal Wetland","Asia","India","","2020-07-21","2020-10-16","2620","25.6181499134252","86.1394680424323","<p>Kabartal Wetland, also known as Kanwar Jheel, covers 2,620 hectares of the Indo-Gangetic plains in the northern Bihar State. The Site is one of 18 wetlands within an extensive floodplain complex; it floods during the monsoon season to a depth of 1.5 metres. This absorption of floodwaters is a vital service in Bihar State where 70% of the land is vulnerable to inundation. During the dry season, areas of marshland dry out and are used for agriculture. Significant biodiversity is present, with 165 plant species and 394 animal species recorded, including 221 bird species. The Wetland is an important stopover along the Central Asian Flyway, with 58 migratory waterbirds using it to rest and refuel. It is also a valuable site for fish biodiversity with over 50 species documented. Five critically endangered species inhabit the site, including three vultures &ndash; the red-headed vulture (<em>Sarcogyps calvus</em>), white-rumped vulture (<em>Gyps bengalensis</em>) and Indian vulture (<em>Gyps indicus</em>) &ndash; and two waterbirds, the sociable lapwing (<em>Vanellus gregarius</em>) and Baer&rsquo;s pochard (<em>Aythya baeri</em>). Major threats to the Site include water management activities such as drainage, water abstraction, damming and canalization.</p>","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Human-made wetlands, 2: Ponds, Inland wetlands, W: Shrub-dominated wetlands","45","27","No","No","Yes","Provisioning Services, Food for humans, Fresh water, Wetland non-food products, Genetic materials, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Climate regulation, Biological control of pests and disease, Hazard reduction, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Climate change & severe weather, Droughts, Human settlements (non agricultural), Housing and urban areas, Water regulation, Drainage, Water abstraction, Canalisation and river regulation, Agriculture & aquaculture, Annual and perennial non-timber crops, Livestock farming and ranching, Transportation and service corridors, Roads and railroads, Biological resource use, Hunting and collecting terrestrial animals, Natural system modifications, Dams and water management/use, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species","The wetland is situated in Begusarai district in the state of Bihar","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2437","Asan Conservation Reserve ","Asia","India","","2020-07-21","2020-10-16","444.4","30.4337961448991","77.6828241319609","<p>The Asan&nbsp;Conservation Reserve is a 444-hectare stretch of the Asan River running down to its confluence with the Yamuna River in Dehradun district of Uttarakhand. The damming of the River by the Asan Barrage in 1967 resulted in siltation above the dam wall, which helped to create some of the Site&rsquo;s bird-friendly habitats. These habitats support 330 species of birds including the critically endangered red-headed vulture (<em>Sarcogyps calvus</em>), white-rumped vulture (<em>Gyps bengalensis</em>) and Baer&rsquo;s pochard (<em>Aythya baeri</em>). More than 1% of the biogeographical populations of two waterbird species have been recorded, these being red-crested pochard (<em>Netta rufina</em>) and ruddy shelduck (<em>Tadorna ferruginea</em>). Other non-avian species present include 49 fish species, one of these being the endangered Putitor mahseer (<em>Tor putitora</em>). Fish use the site for feeding, migration and spawning. As well as this support for biodiversity and the hydro-electricity production of the Barrage, the Site&rsquo;s role in maintaining hydrological regimes is important.</p>","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Inland wetlands, M: Permanent rivers/ streams/ creeks, Human-made wetlands, 6: Water storage areas/Reservoirs","402","396","No","Yes","Yes","Provisioning Services, Fresh water, Food for humans, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Scientific and educational, Recreation and tourism, Supporting Services, Biodiversity","Human settlements (non agricultural), Housing and urban areas, Tourism and recreation areas, Water regulation, Dredging, Canalisation and river regulation, Water releases, Drainage, Water abstraction, Agriculture & aquaculture, Livestock farming and ranching, Energy production and mining, Renewable energy, Transportation and service corridors, Roads and railroads, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Dams and water management/use, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Climate change & severe weather, Storms and flooding, Geological events, Earthquakes/tsunamis","Uttarakhand","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2458","Thol Lake Wildlife Sanctuary","Asia","India","","2021-04-05","2021-08-06","699","23.141657560117","72.4110872393496","<p>This shallow reservoir dominated by open water areas was originally constructed for irrigation in 1912. In 1988, it was declared as a wildlife sanctuary to protect the birdlife found there: it is on the Central Asian Flyway and more than 320 bird species can be found, making up some 57% of all the bird species of Gujarat. More than 110 waterbird species have been recorded, about 43% of India&rsquo;s waterbird species, with almost 30% of those species being migratory waterbirds. More than 30 of the waterbirds are threatened, such as the critically endangered white-rumped vulture (<em>Gyps bengalensis</em>) and sociable lapwing (<em>Vanellus gregarius</em>), and the vulnerable sarus crane (<em>Grus antigone</em>), common pochard (<em>Aythya farina</em>) and lesser white-fronted goose (<em>Anser erythropus</em>)<em>.</em> This wetland regularly hosts more than 1% of the population of species including glossy ibis (<em>Plegadis falcinellus</em>). It is also essential during the dry seasons for a population of blackbuck (<em>Antilope cervicapra</em>) and other mammals in the surrounding area. The Lake provides water for drinking and irrigation and enables groundwater recharge, and is also used for recreation and tourism. The vegetation provides excellent thatching material and is also used as fodder for domestic animals.</p>","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","54","52","No","No","Yes","Provisioning Services, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Biological control of pests and disease, Climate regulation, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Nutrient cycling, Pollination, Soil formation","Human settlements (non agricultural), Housing and urban areas, Agriculture & aquaculture, Annual and perennial non-timber crops, Energy production and mining, Oil and gas drilling, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Unspecified/others, Natural system modifications, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Unspecified, Pollution, Household sewage, urban waste water, Geological events, Unspecified, Climate change & severe weather, Habitat shifting and alteration, Water regulation, Water releases, Transportation and service corridors, Roads and railroads","The area falls within the administrative jurisdiction of Mehsana district of Gujarat state, India between 23o 15’ to 23o 30’ N latitudes and 72o 30’ to 72o 45’ E longitudes. ","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2459","Bhindawas Wildlife Sanctuary","Asia","India","","2021-05-25","2021-08-06","412","28.5338075088437","76.5503542384462","<p>Bhindawas Wildlife Sanctuary is a human-made freshwater wetland, and is the largest wetland in Haryana State. The wetland was declared as a protected area in 1986 and was designated as an Eco-sensitive zone by the Ministry of Environment, Forests and Climate Change in 2011. Over 250 species use the Sanctuary throughout the year as a resting and roosting site. The Site supports more than ten globally threatened species including the endangered Egyptian vulture (<em>Neophron percnopterus</em>), steppe eagle (<em>Aquila nipalensis</em>), Pallas&rsquo;s fish eagle (<em>Haliaeetus leucoryphus</em>) and black-bellied tern (<em>Sterna acuticauda</em>). The Site regularly supports more than 1.7% of the biogeographic population of greylag goose (<em>Anser anser</em>) and more than 2% of the biogeographic population of Indian cormorant (<em>Phalacrocorax fuscicollis</em>). Mammals recorded at the Site include nilgai (<em>Boselaphus tragocamelus</em>), common mongoose (<em>Herpestes edwardsi</em>), and black-naped hare (<em>Lepus nigricollis</em>). The Sanctuary contributes to maintaining the region&rsquo;s water table by recharging groundwater, and is also a natural flood buffer.</p>","No","Yes","Yes","Yes","No","Yes","No","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","230","200","No","Yes","Yes","Regulating Services, Hazard reduction, Climate regulation, Maintenance of hydrological regimes, Cultural Services, Spiritual and inspirational, Recreation and tourism, Supporting Services, Biodiversity, Nutrient cycling","Pollution, Agricultural and forestry effluents, Invasive and other problematic species and genes, Invasive non-native/ alien species, Human intrusions & disturbance, Recreational and tourism activities, Climate change & severe weather, Storms and flooding","Rohtak, Haryana","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2454","Wadhvana Wetland","Asia","India","","2021-04-05","2021-08-06","630","22.1721144823131","73.4867854260735","<p>This reservoir was created in 1910 by the former Baroda State. It is located in a semi-arid agricultural landscape and it is surrounded by wheat and paddy fields and villages. The wetland is internationally important for its birdlife as it provides wintering ground to migratory waterbirds, including over 80 species that migrate on the Central Asian Flyway. They include some threatened or near-threatened species such as the endangered Pallas&rsquo;s fish-eagle (<em>Haliaeetus leucoryphus</em>), the vulnerable common pochard (<em>Aythya ferina</em>), and the near-threatened Dalmatian pelican (<em>Pelecanus crispus</em>), grey-headed fish-eagle (<em>Icthyophaga ichthyaetus</em>) and ferruginous duck (<em>Aythya nyroca</em>). In addition the red-crested pochard (<em>Netta rufina</em>), a duck which is otherwise rare in Western India, is regularly recorded here during winter. Resident birds include the vulnerable river tern (<em>Sterna aurantia</em>) and sarus crane (<em>Grus antigone</em>) and the near-threatened black-necked stork (<em>Ephippiorhynchus asiaticus</em>). Almost 46,000 individual birds were recorded during a mid-winter waterbird census conducted in 2020. The Site provides a global example of how a wetland originally created for irrigation has come to serve as an important waterbird habitat and hub for ecotourism and nature education.</p>","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Human-made wetlands, 2: Ponds, 3: Irrigated land, 4: Seasonally flooded agricultural land, 6: Water storage areas/Reservoirs, 8: Wastewater treatment areas, Inland wetlands, M: Permanent rivers/ streams/ creeks, O: Permanent freshwater lakes","55","46","No","Yes","Yes","Provisioning Services, Fresh water, Wetland non-food products, Food for humans, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Hazard reduction, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling, Pollination","Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Human settlements (non agricultural), Tourism and recreation areas, Housing and urban areas, Water regulation, Drainage, Water abstraction, Dredging, Salinisation, Water releases, Transportation and service corridors, Roads and railroads, Utility and service lines (e.g., pipelines), Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Dams and water management/use, Invasive and other problematic species and genes, Invasive non-native/ alien species, Problematic native species, Climate change & severe weather, Storms and flooding, Biological resource use, Fishing and harvesting aquatic resources, Agriculture & aquaculture, Annual and perennial non-timber crops","The wetland is situated in the state of Gujarat. It is located in Dabhoi Tehsil (Taluka), Vadodara district at a distance of 45 km from Vadodara city and 15 km from Dabhoi town.","","","Overlapping site categories, Non-statutory designations, Other non-statutory designation","No","No"
"2473","Ranganathittu Bird Sanctuary","Asia","India","","2022-02-15","2022-08-03","517.7","12.4078456493841","76.68214402983141","<p>Ranganthittu Bird Sanctuary is a part of the Kaveri River on the Southern Deccan Plateau. This region comprises gently rolling plains traversed by several of the large rivers that rise in the Western Ghats mountain range and flow eastward to the Bay of Bengal. The Site is an ecologically important riverine wetland, rich in plant and animal species. It supports healthy populations of mugger crocodile (<em>Crocodylus palustris</em>), smooth-coated otter (<em>Lutrogale perspicillata</em>) and hump-backed mahseer (<em>Tor remadevii</em>). The Site also supports over 1% of the global population of painted stork (<em>Mycteria leucocephala</em>), spot-billed pelican (<em>Pelecanus philippensis</em>) and black-headed ibis (<em>Threskiornis melanocephalus</em>) and as such it is classified as an Important Bird and Biodiversity Area (IBA). The wetland is well known for nature tourism which generates considerable revenue for local authorities and communities and also provides educational and research opportunities. The Site is classified as an Eco-Sensitive Zone and a management plan is currently being implemented to safeguard its ecological integrity as well as the ecosystem services provided to the local communities.</p>","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Inland wetlands, M: Permanent rivers/ streams/ creeks","715","687","No","Yes","Yes","Provisioning Services, Fresh water, Food for humans, Regulating Services, Maintenance of hydrological regimes, Climate regulation, Pollution control and detoxification, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Nutrient cycling, Pollination","Human settlements (non agricultural), Tourism and recreation areas, Water regulation, Water releases, Agriculture & aquaculture, Annual and perennial non-timber crops, Energy production and mining, Renewable energy, Transportation and service corridors, Roads and railroads, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Dams and water management/use, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Agricultural and forestry effluents, Household sewage, urban waste water","The site is located in Mandya district of Karnataka State, India.","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2415","Samaspur Bird Sanctuary","Asia","India","","2019-10-03","2020-02-01","799.371","25.9955790650893","81.3888763385791","<p>The Samaspur Bird Sanctuary, in the Raebareli district of Uttar Pradesh, is a perennial lowland marsh typical of the Indo-Gangetic Plains. Its six connected lakes are heavily relevant on monsoon rains. Annual counts regularly find more than 75,000 birds present, with over 250 resident and migrant species documented. The Sanctuary harbours threatened species such as the endangered Egyptian vulture (<em>Neophron percnopterus</em>) and Pallas&rsquo;s fish eagle (<em>Haliaeetus leucoryphus</em>), and more than 1% of the South Asian population of the vulnerable common pochard (<em>Aythya ferina</em>). At least 46 freshwater fish species use the wetland, with some migrating in from nearby rivers during monsoon flood periods. The Site provides food products and agricultural fodder, as well as maintaining this biodiversity. However, invasive species threaten its ecological character, with over 40% of documented floral species being exotic. The Office of the Conservator of Forests (Wildlife) and State forest officers undertake joint management of the Sanctuary.</p>","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Inland wetlands, Tp: Permanent freshwater marshes/ pools","104","99","No","Yes","Yes","Regulating Services, Maintenance of hydrological regimes, Hazard reduction, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity, Provisioning Services, Fresh water, Wetland non-food products, Food for humans","Water regulation, Canalisation and river regulation, Agriculture & aquaculture, Annual and perennial non-timber crops, Invasive and other problematic species and genes, Invasive non-native/ alien species"," Raebareli district in state of Uttar Pradesh, India","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2416","Parvati Arga Bird Sanctuary","Asia","India","","2019-12-02","2020-02-01","722","26.9360595845012","82.1627026518549","<p>Parvati Arga Bird Sanctuary is a permanent freshwater environment consisting of two oxbow lakes. These wetlands are characteristic of Uttar Pradesh and offer exceptional habitats for waterbirds, providing both roosting and breeding sites with over 100,000 birds documented in annual counts. The Sanctuary is a refuge for some of India&rsquo;s threatened vulture species: the critically endangered white-rumped vulture (<em>Gyps bengalensis</em>) and Indian vulture (<em>Gyps indicus</em>), and the endangered Egyptian vulture (<em>Neophron percnopterus</em>) have all been recorded. It is also critical in the maintenance of hydrological regimes, ensuring groundwater recharge and discharge. Meanwhile ancient temples around the lakes provide religious significance and encourage tourism. Invasive species such as the common water hyacinth (<em>Eichhornia crassipes</em>) along with the development of roads and railways present significant threats. The Uttar Pradesh Divisional Forest Officer and Chief Conservator of Forests along with Sanctuary Officers share management duties.</p>","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Inland wetlands, O: Permanent freshwater lakes","95","93","No","Yes","Yes","Provisioning Services, Fresh water, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Scientific and educational, Supporting Services, Biodiversity","Human settlements (non agricultural), Unspecified development, Water regulation, Salinisation, Transportation and service corridors, Roads and railroads, Human intrusions & disturbance, Recreational and tourism activities, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Household sewage, urban waste water, Climate change & severe weather, Temperature extremes","The Sanctuary is located in the state of Uttar Pradesh, Tarabganj Tehsil, at a distance of about 40 km from Gonda District at Mankapur-Nawabganj Road. ","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2411","Sarsai Nawar Jheel","Asia","India","","2019-09-19","2020-02-01","161.27","26.9690094966764","79.2505784960403","<p>Sarsai Nawar Jheel is a permanent marsh in the Etawah district of Uttar Pradesh. This typical wetland of the Indo-Gangetic floodplain is fed by precipitation run-off from the South West monsoon rains. It is an example of co-habitation of humans and wildlife: farming practices across most of the Site play important roles in sustaining the waterbird habitats. A particular beneficiary is the vulnerable sarus crane (<em>Grus antigone</em>), with a population of 400 individuals making up the largest flock in the region. The Site&rsquo;s name is derived from this large non-migratory crane. Other threatened species present include the critically endangered white-rumped vulture (<em>Gyps bengalensis</em>) and endangered woolly-necked stork (<em>Ciconia episcopus</em>). The wetland is also a site of spiritual and religious significance with the nearby Hajari Mahadev temple visited by thousands of pilgrims each year. Droughts along with drainage have the potential to threaten the Site&rsquo;s ecological character. It is recognized by Birdlife International as an Important Bird Area.</p>","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Inland wetlands, Tp: Permanent freshwater marshes/ pools","65","60","No","Yes","Yes","Regulating Services, Maintenance of hydrological regimes, Provisioning Services, Fresh water, Cultural Services, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity","Human settlements (non agricultural), Unspecified development, Water regulation, Drainage, Agriculture & aquaculture, Annual and perennial non-timber crops, Invasive and other problematic species and genes, Invasive non-native/ alien species, Climate change & severe weather, Droughts","Takha tehsil, Etawah District, Uttar Pradesh","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2472","Gulf of Mannar Marine Biosphere Reserve","Asia","India","","2022-04-08","2022-08-03","52671.876","9.11587915099731","78.786914871012","<p>Located at the south-eastern tip of India, the Gulf of Mannar Marine Biosphere Reserve is the first Marine Biosphere Reserve in South and South-East Asia. The Gulf is where the southward extension of the Bay of Bengal meets the Indian Ocean, and is one of the most biologically diverse regions in India. The Site supports 117 species of coral, over 450 of fish including four seahorses, 160 birds, 641 species of crustacean including 38 crabs and two lobsters, four sea turtles, and 11 mangroves. Globally threatened species include the dugong (<em>Dugong dugon</em>), whale shark (<em>Rhincodon typus</em>), green sea turtle (<em>Chelonia mydas</em>), hawksbill turtle (<em>Eretmochelys imbricata</em>) and Indo-Pacific humpback dolphin (<em>Sousa chinensis</em>). The local communities are mainly Marakeyars, with fishing their main livelihood. Although classified as a Marine National Park and recognized as a World Heritage Site, habitat destruction, over-harvesting of marine resources and localized land-based sources of marine pollution have been identified as threats to the ecological integrity of the Site.</p>","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Marine or coastal wetlands, A: Permanent shallow marine waters","2","1","No","No","Yes","Provisioning Services, Food for humans, Biochemical products, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Hazard reduction, Pollution control and detoxification, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Natural system modifications, Vegetation clearance/ land conversion, Unspecified/others, Biological resource use, Fishing and harvesting aquatic resources, Logging and wood harvesting, Human intrusions & disturbance, Recreational and tourism activities, Unspecified/others, Pollution, Household sewage, urban waste water, Industrial and military effluents, Agricultural and forestry effluents, Transportation and service corridors, Shipping lanes, Human settlements (non agricultural), Commercial and industrial areas, Unspecified development, Water regulation, Drainage, Water abstraction, Water releases, Agriculture & aquaculture, Marine and freshwater aquaculture, Energy production and mining, Mining and quarrying, Geological events, Earthquakes/tsunamis, Climate change & severe weather, Droughts, Temperature extremes, Storms and flooding, Invasive and other problematic species and genes, Invasive non-native/ alien species","Gulf of Mannar Biosphere Reserve (GoMBR), extends between Toothukudi & Ramanathapuram districts; joint declaration of Government of India & Government of Tamil Nadu.","Overlapping site categories, Global international legal and other formal, UNESCO Biosphere Reserve","","Overlapping site categories, Non-statutory designations, Important Bird Area, Other non-statutory designation","No","No"
"2483","Sakhya Sagar","Asia","India","","2022-01-07","2022-07-25","248","25.4342663304904","77.70699711644041","<p>Sakhya Sagar is a human-made reservoir on the outskirts of Shivpuri town within the Madhav National Park. The Site features a mosaic of landforms including open water and surrounding marshes, plantations and a small patch of agricultural land. The north-eastern part maintains open water and marsh areas almost year-round, whereas the north-western part is often dried out. The reservoir is shallow, alkaline, and nutrient-rich. This wetland not only adds to the natural beauty of the area, but also provides a permanent source of water for wildlife, and habitat for animals including thousands of migratory waterfowl and also mugger crocodile (<em>Crocodylus palustris</em>), whose presence attracts tourists. In total, the wetland supports 19 species of fish, nine reptiles and 19 mammals, and is an important staging ground for 73 bird species. The wetland also plays a vital role in nutrient cycling, groundwater recharge, and regulating the micro-climate of the area. The Site is one of the &ldquo;three lakes of Shivpuri&rdquo; and as such, it benefits from the Shivpuri Management and Conservation Plan implemented by the Local Urban Municipality.</p>","No","Yes","Yes","No","No","No","Yes","No","No","Human-made wetlands, 6: Water storage areas/Reservoirs","462","433","No","Yes","Yes","Provisioning Services, Wetland non-food products, Genetic materials, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Cultural Services, Scientific and educational, Recreation and tourism, Supporting Services, Biodiversity, Nutrient cycling","Climate change & severe weather, Temperature extremes, Storms and flooding, Agriculture & aquaculture, Livestock farming and ranching, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Human settlements (non agricultural), Housing and urban areas, Water regulation, Drainage, Water abstraction, Transportation and service corridors, Roads and railroads, Natural system modifications, Dams and water management/use, Fire and fire suppression, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Invasive and other problematic species and genes, Invasive non-native/ alien species","The wetland is situated in Shivpuri District in the state of Madhya Pradesh","","","","No","No"
"2443","Tso Kar Wetland Complex","Asia","India","","2020-11-17","2020-12-23","9577","33.2981903937023","78.0118888164226","<p>This high-altitude wetland complex is found at more than 4,500 metres above sea level in the Changthang region of Ladakh. The complex includes two connected lakes, the freshwater Startsapuk Tso and the larger hypersaline Tso Kar; it presents a notable example of two such lakes existing in close proximity. The name Tso Kar refers to the white salt efflorescence on the margins of the lake caused by the evaporation of the saline waters. The local climate is arid, and glacial meltwater is the primary water source for the lakes. The lakes and in particular the presence of fresh water attract biodiversity in a biologically sparse region. Inhabiting the Site are numerous threatened species including the endangered saker falcon (<em>Falco cherrug</em>) and Asiatic wild dog or dhole (<em>Cuon alpinus laniger</em>), and the vulnerable snow leopard (<em>Panthera uncia</em>). The Site also acts as an important stopover ground for migratory birds along the Central Asian Flyway and is one of the most important breeding areas in India for the black-necked crane (<em>Grus nigricollis</em>).</p>","Yes","Yes","Yes","Yes","No","No","No","No","No","Inland wetlands, Q: Permanent saline/ brackish/ alkaline lakes, O: Permanent freshwater lakes","5287","4525","No","No","No","Provisioning Services, Wetland non-food products, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Recreation and tourism, Spiritual and inspirational, Supporting Services, Biodiversity","Transportation and service corridors, Roads and railroads, Biological resource use, Unspecified, Human settlements (non agricultural), Tourism and recreation areas, Agriculture & aquaculture, Livestock farming and ranching, Human intrusions & disturbance, Recreational and tourism activities, Pollution, Garbage and solid waste","Nyoma Block, Leh District, Union Territory of Ladakh.","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2410","Nandur Madhameshwar","Asia","India","","2019-06-21","2020-02-01","1437","20.0217327015131","74.10677122515131","<p>The Site is a mosaic of lakes, marshes and riparian forest on the Deccan Plateau. Construction of the Nandur Madhameshwar Weir at the confluence of the Godavari and Kadwa Rivers helped create a thriving wetland: originally designed to overcome water shortages in the surrounding area, the Site now also serves as a buffer against floodwaters and as a biodiversity hotspot. With 536 species recorded, its diverse habitats contrast with the surrounding semi-arid conditions caused by the rain shadow of the Western Ghats mountain range. The Site hosts some of India&rsquo;s most iconic species, such as the leopard and Indian sandalwood (<em>Santalum album</em>). It also provides sanctuary to critically endangered species including Deolali minnow (<em>Parapsilorhynchus prateri</em>), Indian vulture (<em>Gyps indicus</em>) and white-rumped vulture (<em>Gyps bengalensis</em>). Invasive species including common water hyacinth (<em>Eichhornia crassipes</em>) threaten the Site, along with the effects of urban development and water abstraction. The Office of the Conservator of Forest (Wildlife) manages the Site.</p>","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Inland wetlands, P: Seasonal/ intermittent freshwater lakes, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils, M: Permanent rivers/ streams/ creeks, Tp: Permanent freshwater marshes/ pools, O: Permanent freshwater lakes, Human-made wetlands, 6: Water storage areas/Reservoirs, 9: Canals and drainage channels or ditches, 2: Ponds","536","514","No","Yes","Yes","Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Biological control of pests and disease, Hazard reduction, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Biological resource use, Fishing and harvesting aquatic resources, Invasive and other problematic species and genes, Introduced genetic material, Invasive non-native/ alien species, Climate change & severe weather, Droughts, Temperature extremes, Habitat shifting and alteration, Storms and flooding, Agriculture & aquaculture, Annual and perennial non-timber crops, Livestock farming and ranching, Marine and freshwater aquaculture, Human intrusions & disturbance, Recreational and tourism activities, Pollution, Household sewage, urban waste water, Industrial and military effluents, Agricultural and forestry effluents, Natural system modifications, Dams and water management/use, Vegetation clearance/ land conversion, Transportation and service corridors, Roads and railroads, Human settlements (non agricultural), Tourism and recreation areas, Housing and urban areas, Water regulation, Canalisation and river regulation, Drainage, Water abstraction, Water releases","Maharashtra, India","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2409","Sandi Bird Sanctuary","Asia","India","","2019-09-26","2020-02-01","308.54","27.3138799541129","79.9722050949983","<p>Sandi Bird Sanctuary is a freshwater marsh in the Hardoi district of Uttar Pradesh. The wetland is typical of the Indo-Gangetic plains and receives most of its water from monsoon rains. Rich in aquatic plants, the Site provides a productive habitat for waterfowl with over 40,000 individuals counted in 2018. It is home to over 1% of the South Asian populations of common teal (<em>Anas crecca</em>), red-crested pochard (<em>Netta rufina</em>) and ferruginous duck (<em>Aythya nyroca</em>), while the vulnerable sarus crane (<em>Grus antigone</em>) has a population of 200 individuals within the Sanctuary. These figures justify its designation as an Important Bird Area by BirdLife International. The wetland is a popular recreational and tourism destination and supports surrounding farmers as a source of livestock fodder. Drought presents a threat; the Sanctuary dried out leading to a subsequent collapse in waterbird populations from 2014 to 2015. The Office of the Conservator of Forests manages the Site in conjunction with local forest and wildlife officers.&nbsp;</p>","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Inland wetlands, Tp: Permanent freshwater marshes/ pools","115","111","No","No","Yes","Provisioning Services, Fresh water, Wetland non-food products, Regulating Services, Maintenance of hydrological regimes, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity","Water regulation, Water abstraction, Agriculture & aquaculture, Annual and perennial non-timber crops, Human intrusions & disturbance, Recreational and tourism activities, Invasive and other problematic species and genes, Invasive non-native/ alien species, Natural system modifications, Vegetation clearance/ land conversion, Climate change & severe weather, Droughts","The Sanctuary is located in the Bilgram tehsil of Hardoi district in state of Uttar Pradesh, India. It is just 1 Km from the Sandi town, 19 Km from city Hardoi and 129 Km from Lucknow, the state capital.","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
